"Dis1"	"Dis2"	"Distance"	"pvalue"	"adj_pvalue"
"ParkinsonsDisease_9"	"ParkinsonsDisease_10"	0.997641322485533	0	0
"ThyroidCancer_Papillary"	"ThyroidCancer_Papillary_2"	0.997632162060948	0	0
"MultipleSclerosis"	"MultipleSclerosis_2"	0.997228825084635	0	0
"ParkinsonsDisease"	"ParkinsonsDisease_1"	0.997180544673332	0	0
"KaposisSarcoma"	"KaposisSarcoma_1"	0.997174575945584	0	0
"Ischemia"	"Ischemia_1"	0.997155049786629	6.78402674350662e-41	3.38459463047852e-40
"ParkinsonsDisease"	"ParkinsonsDisease_4"	0.997147620429474	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_10"	0.997095459340601	0	0
"FamilialDysautonomia"	"FamilialDysautonomia_2"	0.997074377748187	0	0
"KaposisSarcoma"	"KaposisSarcoma_2"	0.997064398950824	0	0
"MuscularDystrophy"	"MuscularDystrophy_2"	0.99703557312253	7.01888061805448e-25	2.58703086335114e-24
"ParkinsonsDisease_7"	"ParkinsonsDisease_10"	0.997024056210618	0	0
"FamilialDysautonomia"	"FamilialDysautonomia_1"	0.99701893979915	0	0
"MultipleSclerosis"	"MultipleSclerosis_1"	0.997006362804163	0	0
"ColorectalCancer_3"	"ColorectalCancer_5"	0.99700414459384	0	0
"ColorectalCancer_2"	"ColorectalCancer_5"	0.99688425204676	0	0
"ParkinsonsDisease_7"	"ParkinsonsDisease_9"	0.996731626452704	0	0
"EosinophilicEsophagitis"	"EosinophilicEsophagitis_1"	0.996711826791245	0	0
"ParkinsonsDisease"	"ParkinsonsDisease_9"	0.996690008667452	0	0
"ParkinsonsDisease_1"	"ParkinsonsDisease_7"	0.996596375034408	0	0
"Glioblastoma"	"Glioblastoma_2"	0.996376365868667	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_7"	0.996345361446083	0	0
"LungCancer"	"LungCancer_2"	0.996303832442028	0	0
"EosinophilicEsophagitis"	"EosinophilicEsophagitis_2"	0.996296534272749	0	0
"CoeliacDisease"	"CoeliacDisease_1"	0.996240601503759	1.94749675494673e-81	1.65101617532235e-80
"ParkinsonsDisease"	"ParkinsonsDisease_6"	0.996229327598269	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_9"	0.996192076632091	0	0
"ParkinsonsDisease"	"ParkinsonsDisease_8"	0.996105382485705	0	0
"ColorectalCancer_1"	"ColorectalCancer_3"	0.996101750678069	0	0
"Cardiomyopathy"	"Cardiomyopathy_2"	0.996092384327925	0	0
"Cardiomyopathy"	"Cardiomyopathy_1"	0.996056562375394	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_7"	0.996028955097633	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_3"	0.996008502084291	0	0
"LungCancer"	"LungCancer_1"	0.995852607434294	0	0
"IdiopathicPulmonaryFibrosis"	"IdiopathicPulmonaryFibrosis_1"	0.995770513094336	0	0
"MultipleSclerosis"	"MultipleSclerosis_3"	0.995745691744646	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_10"	0.995714058036476	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_8"	0.995652695591542	0	0
"RheumatoidArthritis"	"RheumatoidArthritis_1"	0.995634218289086	1.13533473825554e-231	2.83672480848515e-230
"ColorectalCancer"	"ColorectalCancer_4"	0.99549735675147	0	0
"Smoker"	"Smoker_1"	0.995476016946421	0	0
"Asthma"	"Asthma_4"	0.995261614164317	0	0
"CoeliacDisease"	"CoeliacDisease_2"	0.995210375828491	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_4"	0.995182170331427	0	0
"LiverCancer"	"LiverCancer_2"	0.995139908538879	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_4"	0.995117814252271	0	0
"HyperplasticPolyps"	"HyperplasticPolyps_3"	0.995026619193054	0	0
"ColorectalCancer_3"	"ColorectalCancer_4"	0.99481280026994	0	0
"ParkinsonsDisease_8"	"ParkinsonsDisease_10"	0.994752257184926	0	0
"ThyroidCancer_Papillary_1"	"ThyroidCancer_Papillary_3"	0.994730596070678	0	0
"ParkinsonsDisease_1"	"ParkinsonsDisease_2"	0.994722890854986	0	0
"ColorectalCancer_1"	"ColorectalCancer_2"	0.994569147949347	0	0
"Asthma"	"Asthma_1"	0.994419320665799	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_9"	0.994337097915251	0	0
"MuscularDystrophy_2"	"MuscularDystrophy_3"	0.994071146245059	1.00343361296237e-21	3.39475288230446e-21
"ParkinsonsDisease_1"	"ParkinsonsDisease_9"	0.993873426823695	0	0
"HIV"	"HIV_2"	0.993866241954378	4.46056011959107e-106	5.00867634941867e-105
"ParkinsonsDisease_1"	"ParkinsonsDisease_10"	0.993791606539601	0	0
"UlcerativeColitis"	"UlcerativeColitis_2"	0.993780777384519	0	0
"LiverCancer_1"	"LiverCancer_2"	0.993739543227048	0	0
"ParkinsonsDisease"	"ParkinsonsDisease_5"	0.993737677677391	0	0
"HyperplasticPolyps"	"HyperplasticPolyps_4"	0.993682888460983	0	0
"ParkinsonsDisease_5"	"ParkinsonsDisease_7"	0.993664280697317	0	0
"Smoker"	"Smoker_2"	0.993650066035467	0	0
"Asthma"	"Asthma_3"	0.993614438559648	0	0
"ParkinsonsDisease_6"	"ParkinsonsDisease_7"	0.993604466618964	0	0
"ThyroidCancer_Papillary_2"	"ThyroidCancer_Papillary_3"	0.993551804054458	0	0
"LiverCancer"	"LiverCancer_1"	0.993534722952072	0	0
"ParkinsonsDisease_7"	"ParkinsonsDisease_8"	0.993401413889376	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_8"	0.993294327553352	0	0
"Ischemia"	"Ischemia_2"	0.993259009592948	3.63515782146983e-53	2.14761985826693e-52
"ParkinsonsDisease_1"	"ParkinsonsDisease_4"	0.99324327472433	0	0
"ParkinsonsDisease_5"	"ParkinsonsDisease_6"	0.993226034488731	0	0
"MuscularDystrophy_2"	"MuscularDystrophy_4"	0.993083003952569	5.04154487913306e-21	1.67706588769001e-20
"ParkinsonsDisease_1"	"ParkinsonsDisease_3"	0.992955033492188	0	0
"IdiopathicPulmonaryFibrosis"	"IdiopathicPulmonaryFibrosis_2"	0.992944850729862	0	0
"BorreliaBurdorferiInfection_1"	"BorreliaBurdorferiInfection_2"	0.992940462880306	0	0
"ColorectalCancer_1"	"ColorectalCancer_5"	0.992889405621489	0	0
"ParkinsonsDisease_1"	"ParkinsonsDisease_8"	0.992743455513386	0	0
"ColorectalCancer_4"	"ColorectalCancer_5"	0.992665249014404	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_6"	0.992551570271686	0	0
"HyperplasticPolyps"	"HyperplasticPolyps_2"	0.992527745421362	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_10"	0.992508616252092	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_6"	0.992478222328829	0	0
"ChronicLymphocyticLeukemia_1"	"ChronicLymphocyticLeukemia_2"	0.992321342452938	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_6"	0.992206019203057	0	0
"RheumatoidArthritis"	"RheumatoidArthritis_2"	0.992144982654465	0	0
"SLE"	"SLE_2"	0.992094861660079	1.66465793349745e-19	5.34130149122729e-19
"ColorectalCancer_2"	"ColorectalCancer_4"	0.992016273521759	0	0
"ParkinsonsDisease_8"	"ParkinsonsDisease_9"	0.991763694855558	0	0
"PosttraumaticStressDisorder"	"PosttraumaticStressDisorder_2"	0.991744066047472	1.0575341096646e-15	3.00986718180418e-15
"Schizophrenia"	"Schizophrenia_2"	0.99161018277607	0	0
"ParkinsonsDisease_6"	"ParkinsonsDisease_10"	0.991566382958523	0	0
"ParkinsonsDisease_1"	"ParkinsonsDisease_6"	0.991561463432407	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_8"	0.991514451003843	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_5"	0.991400848880222	0	0
"ParkinsonsDisease_4"	"ParkinsonsDisease_9"	0.991386890772021	0	0
"MultipleSclerosis_1"	"MultipleSclerosis_2"	0.991345371379619	0	0
"ParkinsonsDisease_3"	"ParkinsonsDisease_5"	0.991302486461629	0	0
"ChronicObstructivePulmonaryDisease"	"ChronicObstructivePulmonaryDisease_2"	0.990864976569668	0	0
"ThyroidCancer_Papillary_1"	"ThyroidCancer_Papillary_2"	0.990682921691618	0	0
"ColorectalCancer_1"	"ColorectalCancer_4"	0.990599954403054	0	0
"Schizophrenia"	"Schizophrenia_1"	0.990418492446723	0	0
"ParkinsonsDisease_6"	"ParkinsonsDisease_9"	0.9902877479791	0	0
"ParkinsonsDisease_1"	"ParkinsonsDisease_5"	0.990224314368722	0	0
"ParkinsonsDisease_6"	"ParkinsonsDisease_8"	0.990157960939067	0	0
"FriedreichsAtaxia"	"FriedreichsAtaxia_2"	0.989965225493442	0	0
"HuntingtonsDisease"	"HuntingtonsDisease_1"	0.989705580221271	0	0
"Asthma"	"Asthma_2"	0.98956098315173	0	0
"FriedreichsAtaxia"	"FriedreichsAtaxia_1"	0.98935061369634	0	0
"AmyotrophicLateralSclerosis"	"AmyotrophicLateralSclerosis_2"	0.988577472236912	3.39224829686917e-50	1.93631670624812e-49
"Glioblastoma_1"	"Glioblastoma_2"	0.988175222566202	0	0
"SLE_1"	"SLE_2"	0.987577639751553	1.50041415562974e-17	4.53659832328109e-17
"UlcerativeColitis"	"UlcerativeColitis_1"	0.987431398051244	0	0
"MultipleSclerosis_1"	"MultipleSclerosis_3"	0.987319023778503	0	0
"Asthma"	"Asthma_5"	0.987064281133615	0	0
"MultipleSclerosis_2"	"MultipleSclerosis_3"	0.986939097125325	0	0
"Autism"	"Autism_2"	0.986568986568987	3.40185912542992e-21	1.13561248528579e-20
"HyperplasticPolyps_2"	"HyperplasticPolyps_3"	0.98628638200532	0	0
"MuscularDystrophy_1"	"MuscularDystrophy_2"	0.986166007905138	7.08422536288911e-18	2.17073353283751e-17
"ParkinsonsDisease_5"	"ParkinsonsDisease_10"	0.985995392594159	0	0
"Ulcer"	"Ulcer_2"	0.985862585518873	0	0
"HyperplasticPolyps_3"	"HyperplasticPolyps_4"	0.98577893474261	0	0
"ParkinsonsDisease_2"	"ParkinsonsDisease_5"	0.985713114898924	0	0
"AdenomatousPolyps"	"AdenomatousPolyps_1"	0.985317096991466	0	0
"Asthma_2"	"Asthma_4"	0.985303608247707	0	0
"HyperplasticPolyps"	"HyperplasticPolyps_1"	0.984679854728139	0	0
"Asthma_1"	"Asthma_4"	0.98455553663527	0	0
"ParkinsonsDisease_5"	"ParkinsonsDisease_8"	0.984354662437884	0	0
"ParkinsonsDisease_5"	"ParkinsonsDisease_9"	0.984237364076456	0	0
"FamilialDysautonomia_1"	"FamilialDysautonomia_2"	0.984190267777177	0	0
"LungCancer_1"	"LungCancer_2"	0.984069447255464	0	0
"KaposisSarcoma_1"	"KaposisSarcoma_2"	0.984062910407077	0	0
"Asthma_3"	"Asthma_4"	0.983873996003306	0	0
"BreastCancer"	"BreastCancer_1"	0.98374585128205	0	0
"EosinophilicEsophagitis_1"	"EosinophilicEsophagitis_2"	0.983626713654734	0	0
"LiverCancer"	"LiverCancer_3"	0.98309642552575	0	0
"CrohnsDisease"	"CrohnsDisease_1"	0.98237905092254	0	0
"HIV"	"HIV_1"	0.982311204357697	3.57786545053945e-242	9.14359888376451e-241
"BreastCancer_1"	"BreastCancer_3"	0.981750494075287	0	0
"CrohnsDisease"	"CrohnsDisease_2"	0.981605452529732	0	0
"Asthma_2"	"Asthma_3"	0.981591010938237	0	0
"AdenomatousPolyps"	"AdenomatousPolyps_2"	0.981307608909133	0	0
"Ischemia_1"	"Ischemia_2"	0.980866836875942	1.72179065217251e-41	8.67799396622788e-41
"Asthma_4"	"Asthma_5"	0.980785362187979	0	0
"HuntingtonsDisease"	"HuntingtonsDisease_2"	0.980511436725386	0	0
"Asthma_1"	"Asthma_2"	0.980046745629242	0	0
"BreastCancer_2"	"BreastCancer_3"	0.979493916129707	0	0
"Cardiomyopathy_1"	"Cardiomyopathy_2"	0.979045858201088	0	0
"ChronicObstructivePulmonaryDisease"	"ChronicObstructivePulmonaryDisease_1"	0.978914212328622	0	0
"Asthma_1"	"Asthma_3"	0.978603691369429	0	0
"HyperplasticPolyps_2"	"HyperplasticPolyps_4"	0.978299654177978	0	0
"Asthma_1"	"Asthma_5"	0.978295999857195	0	0
"CoeliacDisease_1"	"CoeliacDisease_2"	0.977492210152062	0	0
"ProstateCancer"	"ProstateCancer_2"	0.976190476190476	3.3143960262001e-05	5.92034951431741e-05
"ProstateCancer_1"	"ProstateCancer_2"	0.976190476190476	3.3143960262001e-05	5.92034951431741e-05
"AmyotrophicLateralSclerosis"	"AmyotrophicLateralSclerosis_1"	0.975865065167391	5.71628553700689e-199	1.24846108590161e-197
"BreastCancer"	"BreastCancer_2"	0.974439222854177	0	0
"Autism_1"	"Autism_2"	0.973180076628352	4.05824122655396e-18	1.25412482259638e-17
"IdiopathicPulmonaryFibrosis_1"	"IdiopathicPulmonaryFibrosis_2"	0.972726288516313	0	0
"Smoker_1"	"Smoker_2"	0.972624388569905	0	0
"HyperplasticPolyps_1"	"HyperplasticPolyps_3"	0.968968701550056	0	0
"HyperplasticPolyps_1"	"HyperplasticPolyps_4"	0.968733615933606	0	0
"AlagilleSyndrome_1"	"AlagilleSyndrome_2"	0.964285714285715	0.000454149169194169	0.000748489358594297
"RheumatoidArthritis_1"	"RheumatoidArthritis_2"	0.963203765981678	0	0
"LiverCancer_2"	"LiverCancer_3"	0.963084617105034	0	0
"HyperplasticPolyps_1"	"HyperplasticPolyps_2"	0.962649916740395	0	0
"Ulcer"	"Ulcer_1"	0.960856751120005	0	0
"Asthma_3"	"Asthma_5"	0.960147570003335	0	0
"UlcerativeColitis_1"	"UlcerativeColitis_2"	0.959818313949575	0	0
"HIV_1"	"HIV_2"	0.957761248414182	1.46706313082528e-185	2.9820600075092e-184
"LiverCancer_1"	"LiverCancer_3"	0.957528699958851	0	0
"DownsSyndrome"	"DownsSyndrome_1"	0.955501152073733	4.83746882680946e-34	2.14963712152377e-33
"Asthma_2"	"Asthma_5"	0.954126231434822	0	0
"LymphocyticColitis"	"ProstateCancer_2"	0.951189731211342	0.000280180461548868	0.000468857889601815
"LymphocyticColitis_1"	"ProstateCancer_2"	0.951189731211342	0.000280180461548868	0.000468857889601815
"LymphocyticColitis_3"	"ProstateCancer_2"	0.951189731211342	0.000280180461548868	0.000468857889601815
"ChronicObstructivePulmonaryDisease_1"	"ChronicObstructivePulmonaryDisease_2"	0.946900313898775	0	0
"FriedreichsAtaxia_1"	"FriedreichsAtaxia_2"	0.946544663391169	0	0
"LymphocyticColitis"	"LymphocyticColitis_2"	0.942857142857143	0.00480466472303206	0.00725915123982692
"AlagilleSyndrome"	"AlagilleSyndrome_2"	0.942857142857143	0.00480466472303206	0.00725915123982692
"LymphocyticColitis_1"	"LymphocyticColitis_2"	0.942857142857143	0.00480466472303206	0.00725915123982692
"DownsSyndrome"	"DownsSyndrome_2"	0.942153521194374	1.18740841455673e-30	4.95309747731453e-30
"BreastCancer_1"	"BreastCancer_2"	0.941938194824404	0	0
"CrohnsDisease_1"	"CrohnsDisease_2"	0.937449488899342	0	0
"Schizophrenia_1"	"Schizophrenia_2"	0.937383291255711	0	0
"HuntingtonsDisease_1"	"HuntingtonsDisease_2"	0.932357521564568	0	0
"AdenomatousPolyps_1"	"AdenomatousPolyps_2"	0.916925871586642	0	0
"PosttraumaticStressDisorder_1"	"PosttraumaticStressDisorder_2"	0.896800825593395	4.65886148004566e-07	9.29057078050872e-07
"Ulcer_1"	"Ulcer_2"	0.887578440037864	0	0
"BipolarDisorder_2"	"ProstateCancer_1"	0.885714285714286	0.0188454810495627	0.0267687541015352
"MyotonicDystrophy_1"	"ProstateCancer_1"	0.885714285714286	0.0188454810495627	0.0267687541015352
"BipolarDisorder_2"	"ProstateCancer_2"	0.880952380952381	0.0038503204637324	0.00587128589654069
"LymphocyticColitis"	"ProstateCancer_1"	0.87831006565368	0.0213116411287567	0.0300637649363291
"LymphocyticColitis_1"	"ProstateCancer_1"	0.87831006565368	0.0213116411287567	0.0300637649363291
"LymphocyticColitis_3"	"ProstateCancer_1"	0.87831006565368	0.0213116411287567	0.0300637649363291
"SessileSerratedPolyp"	"HyperplasticPolyps_4"	0.861131238703557	0	0
"MyotonicDystrophy_2"	"ProstateCancer_1"	0.857142857142857	0.0136973266153256	0.0197893114294606
"HyperplasticPolyps"	"SessileSerratedPolyp"	0.836366454233836	0	0
"MuscularDystrophy"	"ProstateCancer_2"	0.826362120720149	0.0114427649999412	0.0166536033809257
"AmyotrophicLateralSclerosis_1"	"AmyotrophicLateralSclerosis_2"	0.825747295195148	2.52752552102997e-82	2.17113384714415e-81
"SessileSerratedPolyp"	"HyperplasticPolyps_1"	0.823831216717218	0	0
"SessileSerratedPolyp"	"HyperplasticPolyps_3"	0.821785955905746	0	0
"CrohnsDisease"	"UlcerativeColitis_2"	0.820042266001733	0	0
"CrohnsDisease_2"	"UlcerativeColitis_2"	0.816642018512321	0	0
"CrohnsDisease"	"UlcerativeColitis"	0.81295472297967	0	0
"BipolarDisorder"	"ProstateCancer_2"	0.80952380952381	0.0149026676862301	0.0214301961894679
"Keratoconus"	"ProstateCancer_2"	0.80952380952381	0.0149026676862301	0.0214301961894679
"PosttraumaticStressDisorder"	"ProstateCancer_2"	0.80952380952381	0.0149026676862301	0.0214301961894679
"Keratoconus_2"	"ProstateCancer_2"	0.80952380952381	0.0149026676862301	0.0214301961894679
"PosttraumaticStressDisorder_1"	"ProstateCancer_2"	0.80952380952381	0.0149026676862301	0.0214301961894679
"UlcerativeColitis"	"CrohnsDisease_2"	0.807674701509312	0	0
"CrohnsDisease_1"	"UlcerativeColitis_2"	0.804872966790169	0	0
"UlcerativeColitis"	"CrohnsDisease_1"	0.794092986699044	0	0
"SessileSerratedPolyp"	"HyperplasticPolyps_2"	0.791028124426163	0	0
"DownsSyndrome_1"	"DownsSyndrome_2"	0.789235788360945	1.08520761530336e-19	3.49936843070857e-19
"CrohnsDisease"	"UlcerativeColitis_1"	0.779766271525863	0	0
"CrohnsDisease_2"	"Ulcer_2"	0.768929168272015	0	0
"CrohnsDisease_2"	"UlcerativeColitis_1"	0.768312742344046	0	0
"CrohnsDisease_1"	"UlcerativeColitis_1"	0.750082798603243	0	0
"AmyotrophicLateralSclerosis"	"ProstateCancer_2"	0.745454545454545	0.01333014631544	0.0192905007417282
"Ulcer"	"CrohnsDisease_2"	0.743839583877246	0	0
"CrohnsDisease"	"Ulcer_2"	0.721966924407075	0	0
"CrohnsDisease"	"Ulcer"	0.71306967843203	0	0
"AdenomatousPolyps"	"MyotonicDystrophy_1"	0.675636826655554	1.09940823027514e-108	1.25859763759565e-107
"HuntingtonsDisease_1"	"ParkinsonsDisease_9"	0.667165574374827	0	0
"Ischemia"	"Autism_2"	0.652656924691845	9.27222280769094e-05	0.000161047998512602
"Keratoconus_2"	"RheumatoidArthritis_2"	0.652595201425311	0	0
"AdenomatousPolyps"	"MyotonicDystrophy"	0.650488754212217	2.93163973426908e-98	3.03206870249593e-97
"HuntingtonsDisease_1"	"ParkinsonsDisease_7"	0.645438808561276	0	0
"AdenomatousPolyps_2"	"MyotonicDystrophy_1"	0.642178832905068	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_2"	0.641659783756206	0	0
"HuntingtonsDisease"	"BipolarDisorder_1"	0.641616692078422	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_10"	0.641143650273278	0	0
"UlcerativeColitis"	"Ulcer_2"	0.631512847381001	0	0
"HuntingtonsDisease"	"BipolarDisorder_4"	0.628914825277176	6.91691904177745e-322	2.07309944994987e-320
"HuntingtonsDisease_1"	"BipolarDisorder_1"	0.628028991690546	0	0
"UlcerativeColitis_2"	"Ulcer_2"	0.626846751308233	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_3"	0.62608035377133	0	0
"ParkinsonsDisease"	"HuntingtonsDisease_1"	0.624379413356767	0	0
"CrohnsDisease_1"	"Ulcer_2"	0.620069048758072	0	0
"BipolarDisorder_1"	"Schizophrenia_1"	0.61857767049185	1.49994787155958e-117	1.8911318200482e-116
"HuntingtonsDisease"	"ParkinsonsDisease_9"	0.615585361927081	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_8"	0.613668339476256	0	0
"BipolarDisorder_4"	"PosttraumaticStressDisorder_2"	0.611971104231166	0.00695027471216129	0.0103348000850317
"HuntingtonsDisease_1"	"ParkinsonsDisease_4"	0.611472217449206	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_1"	0.610808901719307	0	0
"AdenomatousPolyps"	"MyotonicDystrophy_2"	0.60885728572856	3.98914313572198e-83	3.47021646510052e-82
"Ulcer"	"CrohnsDisease_1"	0.607191028135468	0	0
"UlcerativeColitis_1"	"Ulcer_2"	0.606928053094274	0	0
"MyotonicDystrophy"	"AdenomatousPolyps_2"	0.60576738101218	0	0
"UlcerativeColitis"	"Ulcer"	0.605670561845009	0	0
"BipolarDisorder"	"PosttraumaticStressDisorder_2"	0.599587203302374	0.008536698768223	0.0125904041459496
"Ulcer"	"UlcerativeColitis_1"	0.599490748313239	0	0
"HuntingtonsDisease"	"ParkinsonsDisease_7"	0.594465550388917	0	0
"HuntingtonsDisease"	"BipolarDisorder"	0.594145080445393	1.05490365534938e-278	3.00794056171151e-277
"BipolarDisorder_2"	"PosttraumaticStressDisorder_2"	0.593395252837977	0.00943261527195847	0.0138503939587537
"HuntingtonsDisease_1"	"BipolarDisorder_4"	0.592835328257333	0	0
"Ulcer"	"UlcerativeColitis_2"	0.589634155749233	0	0
"DownsSyndrome"	"BipolarDisorder_1"	0.582647385984427	0.000728942134206449	0.00117913449890414
"HuntingtonsDisease"	"ParkinsonsDisease_2"	0.582020753297355	0	0
"CrohnsDisease_2"	"Ulcer_1"	0.577281049958506	0	0
"HuntingtonsDisease"	"ParkinsonsDisease_10"	0.576419493189836	0	0
"BipolarDisorder"	"HuntingtonsDisease_1"	0.576182426979957	0	0
"CrohnsDisease"	"Ulcer_1"	0.576150236283352	0	0
"BipolarDisorder_3"	"PosttraumaticStressDisorder_2"	0.574819401444788	0.0125819563893296	0.018254951566992
"BipolarDisorder"	"Schizophrenia_1"	0.573800740987324	1.14049658362464e-97	1.17169615655449e-96
"HuntingtonsDisease_2"	"BipolarDisorder_4"	0.572997515738532	2.19588086970204e-290	6.36443777717406e-289
"BipolarDisorder_1"	"ParkinsonsDisease_2"	0.572688791409331	0	0
"HuntingtonsDisease_1"	"ParkinsonsDisease_6"	0.572671513788685	0	0
"HuntingtonsDisease"	"ParkinsonsDisease_3"	0.568113861082684	0	0
"HuntingtonsDisease"	"ParkinsonsDisease"	0.566854608070482	0	0
"Autism_1"	"FamilialDysautonomia_1"	0.561566222446546	1.55100358366734e-269	4.3127002581522e-268
"AmyotrophicLateralSclerosis_2"	"BipolarDisorder_3"	0.5613960867266	2.51684427084785e-06	4.83582712966836e-06
"HuntingtonsDisease"	"ParkinsonsDisease_1"	0.556182622007562	0	0
"BipolarDisorder_1"	"ParkinsonsDisease_9"	0.554839695325475	0	0
"BipolarDisorder_4"	"RheumatoidArthritis_2"	0.551141042350601	6.75617943958079e-271	1.88713420264753e-269
"HuntingtonsDisease_1"	"ParkinsonsDisease_5"	0.550043124036316	0	0
"HuntingtonsDisease"	"ParkinsonsDisease_4"	0.549934186792992	0	0
"AdenomatousPolyps_2"	"MyotonicDystrophy_2"	0.548880333174057	5.0540949355762e-299	1.47877295525956e-297
"BipolarDisorder_1"	"ParkinsonsDisease_8"	0.548606406349181	0	0
"LymphocyticColitis_2"	"ColorectalCancer_4"	0.546198071773894	1.26053242490501e-83	1.10435550568847e-82
"LymphocyticColitis_2"	"ColorectalCancer_3"	0.545775559583779	3.76364269564542e-70	2.78609078875963e-69
"AmyotrophicLateralSclerosis_1"	"BipolarDisorder_3"	0.544740871491948	1.39618287325751e-24	5.09575722452918e-24
"HuntingtonsDisease"	"ParkinsonsDisease_8"	0.543933722913952	0	0
"Autism_1"	"SLE_2"	0.543428580270296	0.00191238352741	0.00299399342788973
"BipolarDisorder_3"	"RheumatoidArthritis_2"	0.540961599677234	3.87454292737791e-259	1.03528459391412e-257
"LymphocyticColitis_2"	"ColorectalCancer_2"	0.54079784711305	3.27757929681612e-72	2.49525474525222e-71
