source	target	is_metric	distance	metric_distance
Adenomatous polyps 2	Idiopathic pulmonary fibrosis 2	False	0.9387507931998339	0.8940090136647301
Adenomatous polyps 2	Familial pulmonary arterial hypertension 	True	0.9466808674868916	0.9466808674868916
Adenomatous polyps 2	Lymphocytic colitis 3	False	0.7717463990835011	0.5299660713192093
Adenomatous polyps 2	Bipolar disorder 	False	0.9483534408134954	0.6716319930067414
Adenomatous polyps 2	Ischemia 	False	0.9542160210562811	0.343058564435313
Adenomatous polyps 2	Coeliac disease 	True	0.715371117492118	0.715371117492118
Adenomatous polyps 2	Breast cancer 	False	0.72251602991008	0.7106658681436349
Adenomatous polyps 2	Muscular dystrophy 	False	0.9452022171516327	0.34305956443531305
Adenomatous polyps 2	Adenomatous polyps 1	False	0.08307512841335793	0.0333772940994011
Adenomatous polyps 2	Breast cancer 2	True	0.689368634598936	0.689368634598936
Adenomatous polyps 2	Breast cancer 1	False	0.750720428388015	0.7269210168615848
Adenomatous polyps 2	Breast cancer 3	False	0.7218268097927171	0.709875718469229
Adenomatous polyps 2	Colorectal cancer 1	False	0.857634199844818	0.646593616997085
Adenomatous polyps 2	Colorectal cancer 3	False	0.8326733031407331	0.6439264005706861
Adenomatous polyps 2	Colorectal cancer 4	False	0.859607612448908	0.6491146003007461
Adenomatous polyps 2	Colorectal cancer 2	False	0.816124898924888	0.6425954824133931
Adenomatous polyps 2	Colorectal cancer 5	False	0.816817047595035	0.6457122303666332
Adenomatous polyps 2	Familial dysautonomia 2	False	0.74874477401168	0.692370892675481
Adenomatous polyps 2	Familial dysautonomia 1	False	0.720567305651605	0.692426330624518
Adenomatous polyps 2	Familial pulmonary arterial hypertension 1	True	0.893344623200798	0.893344623200798
Adenomatous polyps 2	Glioblastoma 2	True	0.8641876569871191	0.8641876569871191
Adenomatous polyps 2	Glioblastoma 1	True	0.866642865627925	0.866642865627925
Adenomatous polyps 2	Hyperplastic polyps 1	False	0.672612836370839	0.5682660227730719
Adenomatous polyps 2	Hyperplastic polyps 2	True	0.545471622922573	0.545471622922573
Adenomatous polyps 2	Hyperplastic polyps 4	False	0.6288039227394321	0.5592629890402281
Adenomatous polyps 2	Hyperplastic polyps 3	False	0.5599592094710161	0.5579192583081568
Adenomatous polyps 2	Ischemia 1	False	0.9365373342938017	0.345904514648684
Adenomatous polyps 2	Lung cancer 2	False	0.9156063595516929	0.8924555055790621
Adenomatous polyps 2	Lung cancer 1	True	0.8846099454553841	0.8846099454553841
Adenomatous polyps 2	Multiple sclerosis 1	False	0.9436276429861562	0.8568926854120831
Adenomatous polyps 2	Multiple sclerosis 3	False	0.9634616302109549	0.8496427399608921
Adenomatous polyps 2	Multiple sclerosis 2	False	0.9490607824388342	0.8520448693442232
Adenomatous polyps 2	Muscular dystrophy 1	False	0.9367601209576238	0.34306056443531296
Adenomatous polyps 2	Muscular dystrophy 3	False	0.9070090868256567	0.34306056443531296
Adenomatous polyps 2	Muscular dystrophy 2	False	0.9202011282221175	0.34602499131278297
Adenomatous polyps 2	Myotonic dystrophy 2	False	0.45112066682594293	0.4098371053623069
Adenomatous polyps 2	Myotonic dystrophy 1	False	0.3578221670949319	0.343057564435313
Adenomatous polyps 2	Parkinson's disease 4	False	0.819583090712554	0.8053929575856558
Adenomatous polyps 2	Parkinson's disease 10	False	0.81491025635804	0.8045531800218262
Adenomatous polyps 2	Parkinson's disease 9	False	0.838088579453352	0.80484560977974
Adenomatous polyps 2	Parkinson's disease 8	False	0.843646543324456	0.8064351955294249
Adenomatous polyps 2	Parkinson's disease 2	False	0.842746900879743	0.8045182849038099
Adenomatous polyps 2	Parkinson's disease 6	False	0.8557464768267891	0.8063112504168609
Adenomatous polyps 2	Parkinson's disease 7	True	0.801576236232444	0.801576236232444
Adenomatous polyps 2	Parkinson's disease 3	False	0.807304621879024	0.803815849760619
Adenomatous polyps 2	Parkinson's disease 5	True	0.805479053232742	0.805479053232742
Adenomatous polyps 2	Parkinson's disease 1	False	0.8450823841283691	0.804980861198036
Adenomatous polyps 2	Post-traumatic stress disorder 2	False	0.675104758516755	0.6567433372780892
Adenomatous polyps 2	Post-traumatic stress disorder 1	False	0.8768600549108381	0.6716319930067414
Adenomatous polyps 2	Prostate cancer 2	False	0.693579945331109	0.4811548025305513
Adenomatous polyps 2	Prostate cancer 1	False	0.609241224504211	0.45734427872102723
Adenomatous polyps 2	Schizophrenia 2	True	0.862611523545986	0.862611523545986
Adenomatous polyps 2	Systemic lupus erythematosus 1	False	0.9655039748295782	0.4573462787210273
Huntington's disease 1	Adenomatous polyps 1	False	0.876429295324312	0.853729892275718
Huntington's disease 1	Amyotrophic lateral sclerosis 1	False	0.654572698954078	0.5282567412218839
Huntington's disease 1	Amyotrophic lateral sclerosis 2	False	0.847943221349812	0.532553918584953
Huntington's disease 1	Autism 1	False	0.668772162715824	0.6310036909979051
Huntington's disease 1	Autism 2	False	0.828018618696286	0.644436704428918
Huntington's disease 1	Bipolar disorder 1	False	0.3719720083094539	0.3686797277003069
Huntington's disease 1	Bipolar disorder 3	False	0.523374547194518	0.4864314699149299
Huntington's disease 1	Bipolar disorder 4	False	0.4071656717426669	0.38138159450155285
Huntington's disease 1	Bipolar disorder 2	True	0.5078872539608211	0.5078872539608211
Huntington's disease 1	Borrelia burgdorferi infection 2	False	0.9676912455816444	0.905972726487598
Huntington's disease 1	Borrelia burgdorferi infection 1	False	0.9716037201710285	0.908941401360103
Huntington's disease 1	Crohn's disease 1	False	0.9620274540187148	0.869738098450359
Huntington's disease 1	Crohn's disease 2	False	0.9302187676035719	0.9011574115513721
Huntington's disease 1	Eosinophilic esophagitis 2	False	0.9341117072715507	0.9236601359873404
Huntington's disease 1	Eosinophilic esophagitis 1	False	0.9406088367341886	0.9306537749233463
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 1	False	0.9049125320602921	0.7364646825322496
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 3	False	0.9043316359475209	0.7364646825322496
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 4	True	0.9143290264798413	0.9143290264798413
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 5	False	0.9096281268838334	0.7364646825322496
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 2	False	0.850803957570215	0.7364646825322496
Huntington's disease 1	Familial dysautonomia 1	False	0.662282419472989	0.6046731968987998
Huntington's disease 1	Familial dysautonomia 2	False	0.671924355351708	0.6046177589497629
Huntington's disease 1	Glioblastoma 2	True	0.4769259466425399	0.4769259466425399
Huntington's disease 1	Glioblastoma 1	False	0.5196398864528701	0.48228583499882993
Huntington's disease 1	Crohn's disease 	False	0.9445108695803862	0.882761864081104
Huntington's disease 1	Amyotrophic lateral sclerosis 	False	0.69510823474431	0.521130390821865
Huntington's disease 1	Coeliac disease 	False	0.8427093035237451	0.8273632154150721
Huntington's disease 1	Multiple sclerosis 	False	0.5879394410283	0.47949886242164386
Huntington's disease 1	Adenomatous polyps 	True	0.839045989267184	0.839045989267184
Huntington's disease 1	Borrelia burgdorferi infection 	False	0.9705155324149434	0.9074449475374601
Huntington's disease 1	Familial dysautonomia 	False	0.6284275521952801	0.6016911366979499
Huntington's disease 1	Coeliac disease 2	True	0.8225725912435631	0.8225725912435631
Huntington's disease 1	Autism 	False	0.738026698604723	0.6310046909979051
Huntington's disease 1	Muscular dystrophy 	False	0.9284343262373354	0.7364626825322496
Huntington's disease 1	Eosinophilic esophagitis 	False	0.9398100057481669	0.9273646017145915
Huntington's disease 1	Coeliac disease 1	False	0.8968883128545401	0.831123613911313
Huntington's disease 1	Ulcerative colitis 	False	0.874268603730877	0.803453525610511
Huntington's disease 1	Schizophrenia 	False	0.6560384011414521	0.5701334265017689
Huntington's disease 1	Huntington's disease 2	False	0.06764347843543203	0.02978498305334293
Huntington's disease 1	Huntington's disease 	True	0.010295419778728913	0.010295419778728913
Huntington's disease 1	Ischemia 	False	0.850780040505457	0.7364616825322495
Huntington's disease 1	Glioblastoma 	False	0.498746625223832	0.4805505807738728
Huntington's disease 1	Parkinson's disease 	False	0.3756215866432329	0.33614641695772085
Huntington's disease 1	Kaposi's sarcoma 	False	0.9453713984889592	0.9268095304010078
Huntington's disease 1	Bipolar disorder 	False	0.42381857302004294	0.4161513393333359
Huntington's disease 1	Rheumatoid arthritis 	False	0.853039659857538	0.683262092108542
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 	False	0.894391952651617	0.7364646825322496
Huntington's disease 1	Ischemia 2	False	0.9021612678937603	0.7432036729393016
Huntington's disease 1	Ischemia 1	False	0.844892668848313	0.7393076327456205
Huntington's disease 1	Kaposi's sarcoma 1	False	0.9401590637791275	0.923983106346592
Huntington's disease 1	Kaposi's sarcoma 2	False	0.957578524949322	0.9297461314501836
Huntington's disease 1	Keratoconus 2	False	0.9256903506036464	0.721224031458648
Huntington's disease 1	Multiple sclerosis 1	False	0.673183928557424	0.48249349961748084
Huntington's disease 1	Multiple sclerosis 2	False	0.5742015943215241	0.48227103733700877
Huntington's disease 1	Multiple sclerosis 3	False	0.5637929313334381	0.4812844275637078
Huntington's disease 1	Muscular dystrophy 1	False	0.9276069044928055	0.7364636825322496
Huntington's disease 1	Muscular dystrophy 3	False	0.9165024043988529	0.7364636825322496
Huntington's disease 1	Muscular dystrophy 4	False	0.9529915351004071	0.7364636825322496
Huntington's disease 1	Muscular dystrophy 2	False	0.9270216662069422	0.7394281094097196
Huntington's disease 1	Parkinson's disease 10	False	0.35885734972672195	0.33519510313963996
Huntington's disease 1	Parkinson's disease 7	False	0.354562191438724	0.3361047991724688
Huntington's disease 1	Parkinson's disease 3	False	0.37392064622867	0.3381392000386768
Huntington's disease 1	Parkinson's disease 8	False	0.386332660523744	0.34004203447201586
Huntington's disease 1	Parkinson's disease 2	False	0.35834121624379395	0.33664434899308193
Huntington's disease 1	Parkinson's disease 6	False	0.4273294862113149	0.3399180893594519
Huntington's disease 1	Parkinson's disease 1	False	0.38919209828069296	0.33896299880147795
Huntington's disease 1	Parkinson's disease 5	False	0.4499578759636839	0.3424097392803298
Huntington's disease 1	Parkinson's disease 9	True	0.33283542562517293	0.33283542562517293
Huntington's disease 1	Parkinson's disease 4	False	0.388528782550794	0.33899979652824674
Huntington's disease 1	Post-traumatic stress disorder 1	False	0.9287727434166063	0.797105720285716
Huntington's disease 1	Prostate cancer 2	False	0.9554219640442968	0.606628529809526
Huntington's disease 1	Rheumatoid arthritis 2	False	0.862807637063695	0.675406074763007
Huntington's disease 1	Rheumatoid arthritis 1	False	0.849059905641341	0.687628873819456
Huntington's disease 1	Schizophrenia 2	False	0.798559272169747	0.5785242437256989
Huntington's disease 1	Schizophrenia 1	False	0.5751303875802379	0.5605509189484918
Huntington's disease 1	Ulcerative colitis 2	False	0.887522168631672	0.8096737482259919
Huntington's disease 1	Ulcerative colitis 1	False	0.864286890659521	0.790883923661755
Bipolar disorder 2	Adenomatous polyps 1	False	0.800584319617149	0.5676215049244084
Bipolar disorder 2	Eosinophilic esophagitis 	False	0.9459768576920746	0.884509622000009
Bipolar disorder 2	Breast cancer 	False	0.8523524391446581	0.842092095049543
Bipolar disorder 2	Familial dysautonomia 	True	0.673951514070695	0.673951514070695
Bipolar disorder 2	Huntington's disease 2	False	0.680888264811211	0.537672237014164
Bipolar disorder 2	Parkinson's disease 	False	0.562993795247067	0.5320339220627991
Bipolar disorder 2	Schizophrenia 	False	0.539294710443388	0.47452993497695395
Bipolar disorder 2	Adenomatous polyps 	False	0.6502779362378549	0.5529376019158744
Bipolar disorder 2	Huntington's disease 	False	0.5384413399177611	0.5181826737395501
Bipolar disorder 2	Amyotrophic lateral sclerosis 1	False	0.801921935827491	0.3977310084256829
Bipolar disorder 2	Glioblastoma 	False	0.63497777577305	0.5954183653381631
Bipolar disorder 2	Breast cancer 1	False	0.870396510794206	0.8583472437674929
Bipolar disorder 2	Breast cancer 3	False	0.854078166670835	0.8428822447239489
Bipolar disorder 2	Breast cancer 2	True	0.848444914131078	0.848444914131078
Bipolar disorder 2	Eosinophilic esophagitis 1	False	0.9612239020257575	0.887798795208764
Bipolar disorder 2	Eosinophilic esophagitis 2	False	0.9278281957599467	0.8882140877272601
Bipolar disorder 2	Familial dysautonomia 1	False	0.77598129729097	0.6769335742715449
Bipolar disorder 2	Familial dysautonomia 2	False	0.724160107951442	0.6768781363225079
Bipolar disorder 2	Glioblastoma 2	True	0.5917937312068301	0.5917937312068301
Bipolar disorder 2	Glioblastoma 1	False	0.668860775791508	0.5971536195631201
Bipolar disorder 2	Parkinson's disease 10	False	0.555751758139858	0.5329607558335181
Bipolar disorder 2	Parkinson's disease 1	False	0.571747452401785	0.5348543773894671
Bipolar disorder 2	Parkinson's disease 7	False	0.575567561313517	0.532997263845485
Bipolar disorder 2	Parkinson's disease 6	False	0.599015149737439	0.53580559446453
Bipolar disorder 2	Parkinson's disease 4	False	0.586549822520298	0.5348740448426921
Bipolar disorder 2	Parkinson's disease 2	True	0.530055215174119	0.530055215174119
Bipolar disorder 2	Parkinson's disease 5	False	0.621305139091417	0.5382972443854079
Bipolar disorder 2	Parkinson's disease 3	False	0.564948009126018	0.5340267051437549
Bipolar disorder 2	Parkinson's disease 8	False	0.5405521278654829	0.534403519582577
Bipolar disorder 2	Parkinson's disease 9	False	0.5480337770768241	0.5338641385420281
Bipolar disorder 2	Post-traumatic stress disorder 2	False	0.40660574716202297	0.31778274347633695
Bipolar disorder 2	Prostate cancer 2	True	0.11904861904761896	0.11904861904761896
Bipolar disorder 2	Prostate cancer 1	True	0.11428671428571421	0.11428671428571421
Bipolar disorder 2	Rheumatoid arthritis 2	False	0.870516227077698	0.6569316080984979
Bipolar disorder 2	Schizophrenia 2	False	0.733586415955147	0.48292075220088404
Bipolar disorder 2	Schizophrenia 1	True	0.46494742742367695	0.46494742742367695
Bipolar disorder 	Adenomatous polyps 1	False	0.886885933762228	0.6676225049244083
Bipolar disorder 	Adenomatous polyps 	False	0.771901601567879	0.6529386019158743
Bipolar disorder 	Amyotrophic lateral sclerosis 2	False	0.53823473876256	0.456447172784733
Bipolar disorder 	Amyotrophic lateral sclerosis 1	False	0.558321758912623	0.46915957985425394
Bipolar disorder 	Crohn's disease 	False	0.9515140912792004	0.9430518082615484
Bipolar disorder 	Borrelia burgdorferi infection 	False	0.9526735614399923	0.9452376876063975
Bipolar disorder 	Huntington's disease 	True	0.40585591955460704	0.40585591955460704
Bipolar disorder 	Ulcerative colitis 	True	0.916274800840355	0.916274800840355
Bipolar disorder 	Borrelia burgdorferi infection 2	False	0.9520350401298521	0.9467099086562595
Bipolar disorder 	Borrelia burgdorferi infection 1	True	0.9437412337837544	0.9437412337837544
Bipolar disorder 	Breast cancer 3	False	0.9769057333649175	0.91431081615252
Bipolar disorder 	Breast cancer 2	False	0.9624164613749168	0.9348179000228128
Bipolar disorder 	Cardiomyopathy 1	True	0.877451696086609	0.877451696086609
Bipolar disorder 	Chronic obstructive pulmonary disease 2	True	0.865023049941971	0.865023049941971
Bipolar disorder 	Chronic obstructive pulmonary disease 1	False	0.9662408801625357	0.8952458610436811
Bipolar disorder 	Chronic obstructive pulmonary disease 	False	0.9014426987234402	0.8741590733723031
Bipolar disorder 	Crohn's disease 1	True	0.9254298591840884	0.9254298591840884
Bipolar disorder 	Crohn's disease 2	False	0.9687630305623182	0.9614473557318164
Bipolar disorder 	Down syndrome 1	True	0.73063860483147	0.73063860483147
Bipolar disorder 	Eosinophilic esophagitis 	False	0.9174998537984076	0.8962959669712941
Bipolar disorder 	Eosinophilic esophagitis 2	True	0.8925915012440431	0.8925915012440431
Bipolar disorder 	Eosinophilic esophagitis 1	False	0.9392975085306811	0.899585140180049
Bipolar disorder 	Familial dysautonomia 	True	0.6272815523696281	0.6272815523696281
Bipolar disorder 	Familial dysautonomia 2	False	0.66596101677722	0.6302081746214411
Bipolar disorder 	Familial dysautonomia 1	False	0.7307404749128691	0.630263612570478
Bipolar disorder 	Glioblastoma 1	False	0.627345178017874	0.555094133756404
Bipolar disorder 	Glioblastoma 2	True	0.5497342454001141	0.5497342454001141
Bipolar disorder 	Glioblastoma 	False	0.590125586574479	0.553358879531447
Bipolar disorder 	Huntington's disease 2	False	0.494135015966692	0.425345482829221
Bipolar disorder 	Parkinson's disease 2	True	0.585404552752563	0.585404552752563
Bipolar disorder 	Parkinson's disease 6	False	0.678865825422572	0.591154932042974
Bipolar disorder 	Parkinson's disease 5	False	0.736532167003123	0.5936465819638519
Bipolar disorder 	Parkinson's disease 3	False	0.631570775095339	0.5893760427221989
Bipolar disorder 	Parkinson's disease 9	False	0.5986681121616001	0.589213476120472
Bipolar disorder 	Parkinson's disease 10	False	0.6193067023644631	0.588310093411962
Bipolar disorder 	Parkinson's disease 	False	0.633544053585403	0.587383259641243
Bipolar disorder 	Parkinson's disease 1	False	0.637890695271219	0.590203714967911
Bipolar disorder 	Parkinson's disease 8	False	0.607634887245562	0.589752857161021
Bipolar disorder 	Parkinson's disease 7	False	0.641840286335232	0.5883466014239289
Bipolar disorder 	Parkinson's disease 4	False	0.659951896653494	0.590223382421136
Bipolar disorder 	Post-traumatic stress disorder 2	False	0.40041379669762595	0.389211314904908
Bipolar disorder 	Prostate cancer 2	True	0.19047719047619002	0.19047719047619002
Bipolar disorder 	Rheumatoid arthritis 2	True	0.5905932306901359	0.5905932306901359
Bipolar disorder 	Rheumatoid arthritis 1	False	0.818872028456199	0.602816029746585
Bipolar disorder 	Schizophrenia 1	True	0.42620025901267605	0.42620025901267605
Bipolar disorder 	Schizophrenia 	False	0.560863997168389	0.43578276656595305
Bipolar disorder 	Schizophrenia 2	False	0.8141169418774511	0.44417358378988314
Bipolar disorder 	Ulcerative colitis 1	True	0.9094628975648483	0.9094628975648483
Bipolar disorder 	Ulcerative colitis 2	False	0.931086436749313	0.922495023455836
Adenomatous polyps 1	Human immunodeficiency virus infection 2	False	0.9154102081824939	0.8567296299287234
Adenomatous polyps 1	Ulcerative colitis 2	False	0.947919189402626	0.9073630308848399
Adenomatous polyps 1	Kaposi's sarcoma 1	False	0.9404719348943742	0.8834035113222296
Adenomatous polyps 1	Crohn's disease 2	True	0.806653088221453	0.806653088221453
Adenomatous polyps 1	Hyperplastic polyps 	False	0.7234487285397609	0.5863221716006122
Adenomatous polyps 1	Autism 1	False	0.842332249197382	0.6998261650921479
Adenomatous polyps 1	Facioscapulohumeral muscular dystrophy 1	False	0.9259310802610207	0.33905207635297996
Adenomatous polyps 1	Autism 	False	0.879806519705297	0.6998251650921479
Adenomatous polyps 1	Myotonic dystrophy 	False	0.490519258934447	0.33905007635297996
Adenomatous polyps 1	Facioscapulohumeral muscular dystrophy 5	False	0.834176862520119	0.33905207635297996
Adenomatous polyps 1	Bipolar disorder 1	False	0.9015705686941289	0.8135372971014772
Adenomatous polyps 1	Lymphocytic colitis 	False	0.7647114032449981	0.5259565832368762
Adenomatous polyps 1	Down syndrome 2	True	0.9429492533693007	0.9429492533693007
Adenomatous polyps 1	Lung cancer 	False	0.9464061484785846	0.9221356321204912
Adenomatous polyps 1	Bipolar disorder 4	False	0.849629965255167	0.7341273710452011
Adenomatous polyps 1	Idiopathic pulmonary fibrosis 	False	0.862694529797294	0.853575570295191
Adenomatous polyps 1	Autism 2	False	0.9222330291266408	0.6863931516611349
